Id,EquipmentId,ItemNumber,RegistrationNumber,TrackedBy,Number,StatusId,StatusName,IsOptional,ControlNumber,Type,ATACode,ManufacturingMaintenanceCode,Description,LastUpdated,DateReported,ReportedHours,ReportedLandings,ReportedCycles,ReportedRIN,Category,HardNextDueDate,HardNextDueHours,HardNextDueLandings,HardNextDueCycles,HardNextDueRIN,DiscrepancyTypeId,DiscrepancyTypeName,DelayStatus,ActionCode,PreliminaryInspectionRequired,IsAircraftGrounded,Reference,HiddenDamageInspectionRequired,DiscoveryPoint,DiscoveredBy,ReportedInformationNotes,InterruptionHours,WorkHours,ResolvedAt,CorrectiveActionNotes,ResolvedBy,LogDate,LogCycles,LogHours,LogLandings,LogRIN,Created
776ae290-274b-4321-84a8-1946876d58c6,36576,1113,N764JS,Airframe ,20230206092547,4,Closed,False,,DISCREPANCY,12,,O2 REQUIRES SERVICING,2023-02-06T14:27:17.0137351Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,PERFORMED O2 SERVICING IAW C560 MM 12-16-00,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T14:26:49.6049826Z
3e1e7298-72af-4d83-aede-20c048db9fea,36576,1116,N764JS,Airframe ,20230206095720,4,Closed,False,,DISCREPANCY,33,,RH NAV LIGHT INOP,2023-02-06T15:00:53.7641959Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,R&R RH NAV LIGHT LAMP IAW C560 MM 33-41-01 OPS CHECK GOOD,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T14:57:53.3061757Z
e82dac85-add0-4948-9d4d-394e39c787ae,36576,1124,N764JS,Airframe ,20230206103920,4,Closed,False,,DISCREPANCY,20,,LH ENGINE INTAKE SEALANT MISSING,2023-02-06T15:41:31.4399544Z,2023-02-02,,,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,SEALED LH INTAKE IAW C560 SPM 20-40-20,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T15:40:37.1571639Z
ead332d2-f791-44ab-94db-66e488e99a5e,36576,1108,N764JS,Airframe ,20230204154941,4,Closed,False,,DISCREPANCY,78,,RIGHT TR HAS HYDRAULIC LEAK,2023-02-06T14:14:11.5147818Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,"TIGHTENED RH TR LINED IAW C560 SPM 20-10-65 PERFORMED OPS AND LEAK CHECK OF TR OPS CHECK GOOD, NO LEAKS FOUND",Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-04T20:50:17.0444238Z
7c7f7fc0-3693-4204-a080-6a52dfae4ed9,36576,1123,N764JS,Airframe ,20230206103020,4,Closed,False,,DISCREPANCY,25,,SEAT #6 WILL NOT RECLINE,2023-02-06T15:32:20.1021278Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,R&R SEAT CONTROL ASSEMBLY IAW CMM SERIES 900 MODEL 2524-518-01 OPS CHECKED GOOD,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T15:31:18.7581296Z
aa6c1522-5342-4fc9-9c9f-76c3ac0bbf7d,36576,1119,N764JS,Airframe ,20230206101525,4,Closed,False,,DISCREPANCY,30,,LH DEICE BOOT EDGE SEALANT NEEDS TOUCH UP,2023-02-06T15:17:26.9484187Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,APPLIED TOUCH UP TO LH DEICE BOOT EDGE SEALANT IAW C560 MM 30-12-01,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T15:16:29.361852Z
051d2e49-88ba-4b44-a5a9-7912a2f85b5d,36576,1120,N764JS,Airframe ,20230206101750,4,Closed,False,,DISCREPANCY,32,,LH MLG TIRE WORN TO LIMITS,2023-02-06T15:20:46.8809903Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,"OK TO REASSEMBLE WHEEL ASSY 
LH MLG TIRE WAS DISASSEMBLED AND REASSEMBLED IAW GOODRICH CMM 32-45-51 REINSTALLED IAW C560 MM 32-41-01 TOOL ID TL-00057 CAL DUE 10/31/23",Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T15:18:22.7418658Z
039dcf26-575e-4925-970f-83b2e5e1b578,36576,1105,N764JS,Airframe ,20230202175718,4,Closed,False,764-2-2-23DG,DISCREPANCY,25,,"LEFT RUDDER PEDAL ON PILOTS SIDE HITS AND CATCHES ON SIDE PANEL, NOT ALLOWING FULL RIGHT RUDDER",2023-02-08T12:20:38.7347328Z,2023-02-02,9601.3,7332,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,RESECURED  LH SIDE PANEL IAW CE560 MM REF 25-12-01 PEDAL NOW CLEARS SIDE WALL,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-02T23:00:27.5992994Z
cd0fa075-9273-4b73-be6d-83bf508e0c23,36576,1107,N764JS,Airframe ,20230204154832,4,Closed,False,,DISCREPANCY,25,,SEAT 2 & 3 RECLINE INTO EMERGENCY EXIT PATHS,2023-02-06T14:10:15.275952Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,SEAT 2&3 MECHANICAL RECLINE MECHANISM WAS ADJUSTED TO NOT RECLINE IAW C560 MM INTERIOR MAINTENANCE MANUAL 25-20-08 OPS CHECK GOOD AT THIS TIME,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-04T20:49:37.1352753Z
e06395ff-0fda-470c-99d5-8bf5472d9aa2,36576,1121,N764JS,Airframe ,20230206102424,4,Closed,False,,DISCREPANCY,25,,EMERGENCY HATCH WINDOW SHADE IS CROOKED,2023-02-06T15:26:03.18064Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,REPLACED WINDOW SHADE BELT DRIVES IAW C560 MM 25-10-05 OPS CHECKED GOOD,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T15:25:07.4785158Z
0516f202-0416-4798-a5dd-8c6f029ef71b,36576,1106,N764JS,Airframe ,20230204154709,4,Closed,False,,DISCREPANCY,23,,COMM 2 INTERMITTENT BUT INOPERATIVE THE MAJORITY OF FLIGHTS,2023-02-12T19:04:23.2886352Z,2023-02-02,9601.3,7332,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,REPLACED COMM 2 LRU WITH OVERHAULED UNIT AND PERFORMED OPS CHECK IAW C560 AMM 23-15-00 OPS CHECK GOOD (PN OFF/ON 822-1468-102 SN OFF 1YYGX SN ON 35W5R),Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-04T20:48:28.2941259Z
e237304e-aee5-40e9-8c39-a6f1134236d9,36576,1122,N764JS,Airframe ,20230206102643,4,Closed,False,,DISCREPANCY,20,,RH OUTBOARD LEADING EDGE MISSING SEALANT,2023-02-06T15:29:30.2215764Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,SEALED RH OUTBOARD LEADING EDGE IAW C560 MM 20-40-50. SEALED INBOARD LEADING EDGE IAW C560 MM 20-40-50,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T15:27:35.079819Z
b563f4c9-8f1d-4336-b940-ab74503a5491,36576,1114,N764JS,Airframe ,20230206092746,4,Closed,False,,DISCREPANCY,12,,HYD RESERVOIR REQUIRES SERVICING,2023-02-06T14:29:09.3477982Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,HYD RESERVOIR SERVICED IAW C560 MM 12-12-01,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T14:28:31.922827Z
a77b148c-46e3-430e-a465-ac32e545cb42,36576,1117,N764JS,Airframe ,20230206100144,4,Closed,False,,DISCREPANCY,20,,SEALANT AROUND #1 AND #2 ENGINE AND UNDER LH WING IS STARTIN TO DETERIORATE,2023-02-06T15:04:16.4109297Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,RESEALED AROUND #1 AND #2 ENGINE AND UNDER LH WING IAW C560 SPM 20-40-00,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T15:02:50.0768893Z
09d0d773-a86e-4d05-b6b7-ad7eec0d8547,36576,1112,N764JS,Airframe ,20230206092352,4,Closed,False,,DISCREPANCY,12,,TREAT DE ICE BOOTS,2023-02-06T14:25:08.45893Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,TREATED DE ICE BOOTS IAW C560 MM 12-31-00,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T14:24:28.4109144Z
72e23b0f-b7fd-4f55-b53c-b28b1bcfe71f,36576,1110,N764JS,Airframe ,20230204155048,4,Closed,False,,DISCREPANCY,78,,RIGHT TR LEVER ENGAGES INTERMITTENTLY,2023-02-12T19:06:24.3326662Z,2023-02-02,9601.3,7332,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,"INSPECTED TR WIRING, CLEANED CANNON PLUG AT PYLON CONNECTION AND INSPECTED THROTTLE QUADRANT TR SWITCH RIGGING, WIRING, RIGGING AND CANNON PLUG APPEAR IN GOOD CONDITION. PERFORMED OPS CHK AND COULD NOT GET FAULT OUT OF 5 OPERATIONS, WORK PERFORMED IAW C560 MM 78-31-00",Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-04T20:51:19.6573816Z
60b5a828-8fa1-4e87-a7d1-dd7630839d5b,36576,1125,N764JS,Airframe ,20230206104558,4,Closed,False,,DISCREPANCY,34,,VERIFY NAVIGATION DATABASE IS UP TO DATE,2023-02-06T15:47:09.5307362Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,"VERIFIED NAV DATABASE IS UP TO DATE EXPIRES FEB 22, 2023",Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-06T15:46:28.2563356Z
d1b4b4ef-7c75-4dfd-92b5-ef4c1c86cb7a,36576,1111,N764JS,Airframe ,20230204155124,4,Closed,False,,DISCREPANCY,,,PILOTS LEFT PEDAL CATCHES ON SIDE PANEL,2023-02-06T14:21:30.0237208Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,"FOUND MISSING SCREW IN SIDE PANEL, INSTALLED MISSING SCREW IAW C560 MM 25-12-01",Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-04T20:51:49.2635306Z
2fca2694-d7ec-4295-85be-f0c3ca1a8d82,36576,1109,N764JS,Airframe ,20230204155020,4,Closed,False,,DISCREPANCY,25,,COCKPIT CURTAIN MISSING,2023-02-06T14:16:01.8731113Z,2023-02-02,9601.3,7332,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,,,INSTALLED NEW COCKPIT CURTAIN IAW C560 MM 25-24-06,Cheri Herrin,2023-02-02,,9601.3,7332,,2023-02-04T20:50:42.3445111Z
1558bcb1-a2df-4798-b299-5bc9db883562,36576,1094,N764JS,Airframe ,20230117123125,4,Closed,False,764-01-17-23RM,DISCREPANCY,12,,O2 servicing required,2023-01-25T13:08:14.6383545Z,2023-01-17,,,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,,,,0.0,,SERVICED OXYGEN BOTTLE IAW C560MM 12-16-00,Cheri Herrin,2023-01-17,,9566.2,7310,,2023-01-17T17:32:02.2858908Z
a19ea5d6-36a2-4bb3-8f44-868190856d6f,36576,1096,N764JS,Airframe ,20230117123313,4,Closed,False,764-01-17-23RM,DISCREPANCY,12,,Brake accumulater requires servicing,2023-01-25T13:10:29.2627381Z,2023-01-17,,,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,,,,0.0,,SERVICED BRAKE ACCUMULATOR IAW C560MM 12-13-02,Cheri Herrin,2023-01-17,,9566.2,7310,,2023-01-17T17:36:18.0106003Z
9a15e7e7-7601-495b-bb34-b4ba0f28b05e,36576,1095,N764JS,Airframe ,20230117123233,4,Closed,False,764-01-17-23RM,DISCREPANCY,12,,Alcohol servicing required,2023-01-25T13:09:20.6705838Z,2023-01-17,,,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,,,,0.0,,SERVICED ALCOHOL RESERVOIR IAW C560MM 12-17-02,Cheri Herrin,2023-01-17,,9566.2,7310,,2023-01-17T17:33:02.6511292Z
ba5623b0-6a0e-478a-820d-efafc57a655f,36576,1097,N764JS,Airframe ,20230117123645,4,Closed,False,764-01-17-23RM,DISCREPANCY,12,,Blow down bottle requires servicing,2023-01-25T13:11:38.4707246Z,2023-01-17,,,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,,,,0.0,,SERVICED BRAKE/LANDING GEAR BLOWDOWN BOTTLE IAW C560MM 12-13-01,Cheri Herrin,2023-01-17,,9566.2,7310,,2023-01-17T17:37:17.8645833Z
427baabd-39e9-4ebb-91f4-3b58238c3f6b,36576,1098,N764JS,Airframe ,20230125084833,4,Closed,False,,DISCREPANCY,25,,RIGHT SIDE UPPER HINGE PIN BUSHINGS OUT OF PLACE ON CABIN ENTRY DOOR STAIRS,2023-01-25T13:51:03.1561983Z,2023-01-13,9551.4,7302,,,,,,,,,1,Pirep,,,False,False,,False,,,,,,,RE SECURED THE RIGHT SIDE UPPER HINGE PIN BUSHINGS REF C560MM 25-60-01,Cheri Herrin,2023-01-13,,9551.4,7302,,2023-01-25T13:49:47.1492158Z
5f7f425b-7016-4193-a3c2-544ff5d4ec45,36576,1093,N764JS,Airframe ,20230111132733,4,Closed,False,WO764-1-1-23MST,DISCREPANCY,,,MCD BROKEN COTTER PIN,2023-01-25T13:52:29.4235088Z,2023-01-11,9551.4,7302,,,,,,,,,1,Pirep,,,False,True,,False,ON GROUND,,,,0.0,,RESECURED THE RH LOWER HINGE PIN FOR THE MCD STEPS WITH NEW HARDWARE REF C560MM 52-60-01,Cheri Herrin,2023-01-13,,9551.4,7302,,2023-01-11T19:25:24.9095167Z
ef8c2c9b-5cf7-4401-8f7f-306a6a7f1aab,36576,1091,N764JS,Airframe ,20230109161609,4,Closed,False,,DISCREPANCY,31,,TAILCONE DOOR LIGHT / MASTER CAUTION ILLUMINATED IN-FLIGHT,2023-01-10T13:06:35.9000533Z,2023-01-09,9551.4,7302,,,,,,,,,1,Pirep,,,False,True,,False,,,,,0.0,,"TROUBLESHOT AND FOUND TAIL CONE DOOR LOCK SWITCH OUT OF POSITION. ADJUSTED AND SECURED SWITCH, PERFORMED OPS CHECK, OPS CHECKED GOOD, REF CE 560 MM 52-70-01",Cheri Herrin,2023-01-09,,9551.4,7302,,2023-01-09T21:17:14.1938047Z
edb7357b-fc49-49de-ac2f-f1a200cf6f86,36576,1090,N764JS,Airframe ,20230107110656,4,Closed,False,764-1-7-23RW,DISCREPANCY,32,,left main brake leaking fluid when brakes applied,2023-01-09T15:34:21.9013478Z,2023-01-07,9549.3,7301,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,R&R LH MLG BRAKE UPPER BLEED PORT AND OPS LEAK CHECKED & BLED BRAKES IN REF TO BF GOODRICH BRAKE CMM 6-1656 34-46-52 & CESSNA 560 MM 32-42-00 OPS CHECK GOOD (PN OFF/ON 274-36?,Cheri Herrin,2023-01-07,,9549.3,7301,,2023-01-07T16:07:53.9775379Z
1de69b56-204a-4295-80d3-57ef9d8c846b,36576,1089,N764JS,Airframe ,20230105132531,4,Closed,False,,DISCREPANCY,12,,HYD service,2023-01-09T14:12:00.4635154Z,2023-01-05,9546.2,7299,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,0.0,,SERVICED HYD RESERVOIR TO FULL ALL WORK DONE IAW CE 560 MM 1212-01,Cheri Herrin,2023-01-05,,9546.2,7299,,2023-01-05T18:25:42.6958583Z
b137f2db-a513-4dc5-85ad-c5ddcc6e0cdf,36576,1088,N764JS,Airframe ,20230105132515,4,Closed,False,,DISCREPANCY,12,,O2 service,2023-01-09T14:13:21.4625195Z,2023-01-05,9546.2,7299,,,,,,,,,2,Non-Routine,,,False,True,,False,,,,,0.0,,SERVICED OXYGEN TO 1250 PSI ALL WORK IAW CE 560 MM 12-16-00,Cheri Herrin,2023-01-05,,9546.2,7299,,2023-01-05T18:25:28.9096Z
8c3caa0c-1fb6-4617-a58a-03ccba1c92e5,36576,1087,N764JS,Airframe ,20221229142753,4,Closed,False,764-12-29-22RM,DISCREPANCY,32,,Nose strut servicing,2023-01-03T13:08:29.5314185Z,2022-12-29,,,,,,,,,,,2,Non-Routine,NODELAY,,False,True,,False,,,,,,,"PERFORMED FULL SERVICE ON NOSE LANDING GEAR STRUT, CHECKS GOOD AS PER CE 560 AMM REF 12-14-00",Cheri Herrin,2022-12-30,,9520.2,7286,,2022-12-29T19:28:23.2449889Z
49ff4965-4975-44d0-8923-57bbdd267d7d,36576,1085,N764JS,Airframe ,20221226204406,4,Closed,False,,DISCREPANCY,12,,SERVICE O2,2022-12-27T15:52:53.9171643Z,2022-12-26,,,,,,,,,,,2,Non-Routine,,,False,False,,False,,,,,,,SERVICED O2 TO 1700 PSI NO DEFECTS NOTED WORK DONE IAW MODEL 560 AMM 12-16-00,Cheri Herrin,2022-12-26,,9510.2,7282,,2022-12-27T01:44:49.825673Z
b2488609-97e4-46e3-aeb9-805b807c91e3,36576,1086,N764JS,Airframe ,20221226204452,4,Closed,False,,DISCREPANCY,12,,SERVICE ALCOHOL,2022-12-27T15:54:13.6606791Z,2022-12-26,,,,,,,,,,,2,Non-Routine,,,False,False,,False,,,,,,,SERVICED ANTI ICE ALCOHOL TO ALLOWABLE LIMITS WORK DONE IAW MODEL 560 AMM 12-17-02,Cheri Herrin,2022-12-26,,9510.2,7282,,2022-12-27T02:00:49.5832805Z
5e7d3392-7b84-4de3-a6de-0a0283c11908,36576,1078,N764JS,Airframe ,20221219191643,4,Closed,False,,DISCREPANCY,32,,NOSE GEAR DOORS NOT FLUSH WITH AIRFRAME,2023-02-10T14:25:59.5242311Z,2022-12-24,9510.2,7282,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,,,,,,NOSE GEAR DOORS ARE WITHIN LIMITS PER TEXTRON TECH SUPPORT AND CE 560 MM 32-21-01,Cheri Herrin,2022-12-24,,9510.2,7282,,2022-12-20T00:17:49.1617097Z
22075a3c-d46c-4926-bf48-266c08d6a0ec,36576,1084,N764JS,Airframe ,20221224182657,4,Closed,False,,DISCREPANCY,52,,TAIL CONE DOOR ANNUNCIATOR ILLUMINATED ON GROUND (PRIOR TO TAKE OFF),2022-12-27T15:23:51.8143893Z,2022-12-24,9510.2,7282,,,,,,,,,1,Pirep,,,False,True,,False,,,,,,,ADJUSTED TAIL DOOR LOCK MICROSWITCH PERFORMED OPS CHECK OPS CHECK GOOD MX PERFORMED IAW CE560 AMM 52-30-01,Cheri Herrin,2022-12-25,,9510.2,7282,,2022-12-24T23:30:00.6162076Z
3bf91e47-a76e-48ad-aba4-3a069eb5cb14,36576,1081,N764JS,Airframe ,20221219191930,4,Closed,False,,DISCREPANCY,20,,ENGINE SYNC KNOB LOOSE,2023-02-10T14:24:31.0724432Z,2022-12-24,9510.2,7282,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,,,,,,SECURED KNOB IAW CE 560 MM 20-10-65,Cheri Herrin,2022-12-24,,9510.2,7282,,2022-12-20T00:19:53.8615918Z
e52378b7-c00c-490f-82cb-45ffe73106cf,36576,1080,N764JS,Airframe ,20221219191846,4,Closed,False,,DISCREPANCY,52,,TAIL CONE BAGGAGE DOOR ILLUMINATED IN FLIGHT,2023-02-10T14:21:44.8876477Z,2022-12-19,9510.2,7282,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,,,,,,"INSPECTED TAIL DOOR SWITCH, FOUND IT WAS NO CONTACTING DUE TO DEBRIS, REMOVED DEBRIS, PERFORMED OPS CHECK OPS CHECK GOOD MX PERFORMED IAW CE 560 MM 52-30-01",Cheri Herrin,2022-12-24,,9510.2,7282,,2022-12-20T00:19:28.0193361Z
10cd5cb4-c26c-46a7-9da6-6029db93f65a,36576,1079,N764JS,Airframe ,20221219191752,4,Closed,False,,DISCREPANCY,31,,BATT TEMP GUAGE BACKLIGHT NO ILLUMINATIONS,2023-02-10T14:11:50.8004645Z,2022-12-19,9510.2,7282,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,,,,,,R&R BATT TEMP GAUGE IAW CE 560 MM 31-11-01 OPS CHECK COMPLETE OPS CHECK GOOD NO DEFECTS (PN OFF/ON (ROBBED FROM N792JS) 1229-1 SN OFF 1675 SN ON 3149),Cheri Herrin,2022-12-24,,9510.2,7282,,2022-12-20T00:18:42.8773395Z
fdb69ba3-a864-4b04-a46a-04f52c129cac,36576,1077,N764JS,Airframe ,20221216120353,4,Closed,False,764-12-16-22RM,DISCREPANCY,12,,O2 Requires servicing,2022-12-20T12:54:26.737722Z,2022-12-16,9508.3,7280,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,HOGAN,,,,,SERVICED O2 IAL CESNNA 560MM CHAPTER 12-16-00 NO DEFECTS NOTED AT THIS TIME AND DATE.,Cheri Herrin,2022-12-16,,9509.2,7281,,2022-12-16T17:05:57.2421422Z
ca4e6e7f-9bd6-4991-be90-e5cad786c2ea,36576,1076,N764JS,Airframe ,20221216115941,4,Closed,False,764-12-16-22DTW1,MEL,23,23-50-07-01,No transmit on pilot side com 1 or com 2.,2022-12-24T17:47:25.1836764Z,2022-12-16,9508.3,7280,,,B,,,,,,1,Pirep,NODELAY,,False,False,,False,,,,,0.0,,Removed and replaced Pilot PTT switch PN ON/OFF: S3861-1 IAW C560 SPM 20-30-30. Operational check complete. Operational check good. No Defects noted. This clears MEL Control #764-12-16-22OTW,Roger  Mchughchhabra,2022-12-24,,9510.2,7282,,2022-12-16T17:01:17.7592651Z
774dd0a6-efe5-4248-94bf-88278ad8f442,36576,1075,N764JS,Airframe ,20221208130126,4,Closed,False,764-12-822RM,DISCREPANCY,29,,Master caution illuminated after takeoff while retracting gear and flaps. Master caution illuminated again after approach flaps selected.,2022-12-09T20:34:21.5486721Z,2022-12-08,9484.0,7262,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,,,,0.0,,"JACKED AIRCRAFT AND PERFORMED GEAR SWINGS AND FLAPS CHECK WITH HUD APPUED TO IRCRAFT. BLEED HYD SYSTEM AND PERFORMED GEAR AND FLAP CHECKS WITH NO ISSUE. PERFORMED ENGINE RUNS AND TESTED FLAPS, SPEEDBRAKE, AND T/R WITH NO ISSUES AFTER BLEEDING. CHECKED HYD QTY WIT ENGINE RUNNING AND FOUND QTY TO BE AT THE FULL MARK. ALL WORK DONE JAW CESSNA 560 AMM 12-12-01, 32-01-00, AND 71-00-00. HYD QTY AND OPS CHECK FOUND GOOD AT THIS TIME.",Darrell Williams,2022-12-08,,9484.0,7262,,2022-12-08T18:03:53.9468885Z
23785eb5-394e-4d0e-a602-d7d8bec8420e,36576,1074,N764JS,Airframe ,20221207180931,4,Closed,False,,DISCREPANCY,29,,LOW HYDRAULIC FLOW L AND R ANNUNCIATOR FLASHING ON AND OFF AFTER ENGINE START.,2022-12-09T20:35:56.3996486Z,2022-12-07,,,,,,,,,,,1,Pirep,,,False,True,,False,,,,,0.0,,"TROUBLE SHOT WIRES ON ANNUNCIATOR PANEL AS WELL AS HYD FLOW SENSOR IAW CESSNA 560 MM 29-11-00 CHANGED HYD FILTER IAW CESSNA 560 MM 29-11-04 LEAK CHECK GOOD, PERFORMED ENGINE RUNS IAW COMPANY POLICY OPS CHECK GOOD AT THIS TIME.",Cheri Herrin,2022-12-08,,9483.7,7261,,2022-12-07T23:10:39.696766Z
f146b0a3-e706-499b-a12c-900a4a02c5f7,36576,1071,N764JS,Airframe ,20221206100055,4,Closed,False,764-12-06-22RM,DISCREPANCY,80,,Starter duct misaligned on ENG #2 under cowl,2022-12-09T20:46:48.9259265Z,2022-12-06,,,,,,,,,,,1,Pirep,NODELAY,,False,True,,False,,,,,0.0,,"POKE WITH PILOT, ENGINE #2 STARTER DUCT MISALIGNED, VERIFIED ENGINE #1 DUCT IN PROPER POSmON, REALIGNED ENGINE 2 STARTER DUCT IN REF TO CS60 MM 80-11-01.",Darrell Williams,2022-12-06,,9483.7,7261,,2022-12-06T15:02:58.6473062Z
bc28b7f1-e252-48d4-a611-b72d7575e121,36576,1073,N764JS,Airframe ,20221206163415,4,Closed,False,,DISCREPANCY,78,,RIGHT THRUST REVERSER WOULD NOT DEPLOY DURING TAXI T/R TEST. ONLY THE ARM/UNLOCK LIGHTS ILLUMINATED.,2022-12-08T16:18:36.6476858Z,2022-12-06,,,,,,,,,,,1,Pirep,,,False,True,,False,,P. GIBBONS,,,0.0,,"RH TR FUNCTION GOOD, LH TR WAS FOUND TO BE HELD CLOSED BY UPPER ENGINE COWL. ADJUSTED ENGINE COWL TO NOT INTERFERE WITH LH TR AND FUNCTION CHECKEKD TR IAW CESSNA 560 MM 78-31-00 FUNCTIONS CHECKS GOOD.",Cheri Herrin,2022-12-06,,9483.7,7261,,2022-12-06T21:36:04.9871758Z
e626546d-c302-434b-b189-e924aa8c5c5d,36576,1072,N764JS,Airframe ,20221206163230,4,Closed,False,,DISCREPANCY,32,,NLG STRUT REQ'S SERVICING. STRUT EXTENSION BOTTOMED OUT FOLOWWING TAXI.,2022-12-08T16:10:42.5883183Z,2022-12-06,,,,,,,,,,,1,Pirep,,,False,True,,False,,P. GIBBONS,,,0.0,,SERVICED NOSE GEAT STRUT IAW CESSNA 560 MM 12-14-01,Cheri Herrin,2022-12-06,,9483.7,7261,,2022-12-06T21:33:31.2835502Z
91f27fbc-3576-4f41-a96b-c75cb3ca5c7d,36576,1069,N764JS,Airframe ,20221105200345,4,Closed,False,,DISCREPANCY,72,,LEFT ENGINE IS LEAKING OIL. IT IS POOLING ON THE RIGHT TR HINGE,2022-12-08T14:11:38.6117257Z,2022-11-05,,,,,,,,,,,1,Pirep,,,False,True,,False,,BARKLEY,,,,,R&R GARLOCK SEAL ON HYDRAULIC PUMP IAW PWC 535BEMM 72-60-01 LEAK CHECK GOOD,Cheri Herrin,2022-11-30,,9483.7,7261,,2022-11-06T00:05:06.7994316Z
b0465e64-1f4e-4c9f-a3ce-1a4ae0eae500,36576,1067,N764JS,Airframe ,20221102160601,4,Closed,False,764-11-2-22ASK,DISCREPANCY,72,,LEFT ENGINE IS LEAKING OIL FROM THE TR HINGE ON THE BOTTOM RIGHT. THE FLUID HAS POOLED ON THE HINGE AND A SIZABLE AMMOUNT HAS BLOWN ON TO THE BACK OF THE A/C,2022-11-23T15:12:55.4507521Z,2022-11-02,,,,,,,,,,,1,Pirep,,,False,True,75204,False,ACCEPTANCE,MATTHEW BARKLEY,,,,,"cleaned lwr cowling and engine around the LH TR INBD hinge, performed engine runs. No leaks noted. RTEF 560 MM 71-01-05",Darrell Williams,2022-11-03,,9480.2,7259,,2022-11-02T20:53:34.6626818Z
6cfb14f3-3c88-4bfe-8a7d-e9be8e65f15a,36576,1068,N764JS,Airframe ,20221102175449,4,Closed,False,764-11-2-22ASK,DISCREPANCY,,,NAV DB NEEDS UPDATED,2022-11-06T14:43:17.1113527Z,2022-11-02,,,,,,,,,,,,,,,False,True,ADMIN,False,ADMIN,A KEEGAN,,,,,done by aircrew,Darrell Williams,2022-11-02,,,,,2022-11-02T21:55:41.4058632Z
